From Greg Thompson's file at https://www.aviationweather.gov/docs/metar/stations.txt
DTNZ ZINE_EL_ABIDINE 21 TN  36.08333 10.43333 
DXDP DJANGOU_AIRPORT 270 TG  10.8 0.23333 
DXXX LOME/TOKOIN_MIL 22 TG  6.16666 1.25 
DXMG MANGO/SANSANNE 153 TG  10.36666 0.46666 
DXNG NAIMTOUGOUCIV/M 343 TG  9.76666 1.1 
DXSK SOKODE 381 TG  9 1.14999 
DXTA TABLIGBO 44 TG  6.58333 1.5 
HAAG AGORDAT 626 ET  15.55 37.86666 
HAAM ARBA_MINCH 1219 ET  6.06666 37.66666 
HAAY ASMARA/YOHANNES 2325 ET  15.26666 38.91666 
HHAS ASMARA/YOHANNES 2356 ET  15.26666 38.91666 
HASB ASSAB 14 ET  13.06666 42.71666 
HASO ASSOSA/ASOSA 1733 ET  10.01666 34.51666 
HAAW AWASH 1052 ET  8.96666 40.16666 
HALA AWASSA_LAKE 1652 ET  7.06666 38.5 
HAAX AXUM 2134 ET  14.11666 38.71666 
HABC BACO/BAKO 1311 ET  5.81666 36.61666 
HABD BAHAR_DAR 1828 ET  11.6 37.31666 
HADC COMBOLCHA/DESSIE 1864 ET  11.06666 39.71666 
HADM DEBRE_MARCOS 2476 ET  10.33333 37.71666 
HADR DIRE_DAWA_MIL/C 1164 ET  9.6 41.86666 
HAGH GHINNIR/GINIR 1844 ET  7.15 40.71666 
HAGO GODE_MIL 320 ET  5.93333 43.56666 
HAGN GONDAR 1985 ET  12.51666 37.41666 
HAGR GORE 1974 ET  8.16666 35.53333 
HAHM HARAR_MEDA_MIL 1876 ET  8.71666 39 
HAJJ JIJIGA_MIL 1644 ET  9.31666 42.71666 
HAJM JIMMA 1676 ET  7.66666 36.81666 
HAKD KABRE_DARE_MIL 550 ET  6.75 44.26666 
HAMK MAKALE/MEQELE 2257 ET  13.46666 39.53333 
HAMS MASSAWA 10 ET  15.61666 39.45 
HAML MASSLO/MESLO 2274 ET  6.36666 39.81666 
HANG NEGHELLI_MIL 1455 ET  5.26666 39.75 
HATS TESSENEI/TESENEY 615 ET  15.11666 36.66666 
HCMD BARDERA 116 SO  2.35 42.28333 
HCMN BELET_UEN 173 SO  4.7 45.21666 
HCMI BERBERA_CIV/MIL 9 SO  10.38333 44.93333 
HCMF BOSASO 8 SO  11.26666 49.13333 
HCMV BURAO 1039 SO  9.51666 45.56666 
HCME EIL 36 SO  7.95 49.76666 
HCML EL_BUR 175 SO  4.7 46.61666 
HCMU ERIGAVO 1743 SO  10.61666 47.36666 
HCMR GALCAYO 302 SO  6.83333 47.26666 
HCMG GARDO 812 SO  9.51666 49.06666 
HCMH HARGEISA 1325 SO  9.5 44.08333 
HCMJ LUG-GANANE 150 SO  3.56666 42.45 
HCMM MOGADISHU 6 SO  2.01666 45.3 
HCMO OBBIA 10 SO  5.31666 48.56666 
HCMS SCUSCIUBAN 344 SO  10.3 50.21666 
HFFF DJIBOUTI/AMBOULI 19 DJ  11.55 43.13333 
HEBA ALEXANDRIA_BORG 41 EG  30.91666 29.7 
HEAX ALEXANDRIA/NOUZH -2 EG  31.18333 29.93333 
HESN ASWAN_CIV/MIL 197 EG  23.96666 32.81666 
HEAT ASYUT 229 EG  27.05 31.01666 
HEBF BENI_SUEF_AFB 33 EG  29.21666 31.01666 
HECP CAIRO_CAPITAL 240 EG  30.06666 31.83333 
HECA CAIRO_INTL_AIRPO 68 EG  30.11666 31.4 
HEAL EL_ALAMEIN 44 EG  30.91666 28.46666 
HEAR EL_ARISH 36 EG  31.06666 33.83333 
HETR EL_TOR 35 EG  28.21666 33.65 
HEGN HURGUADA 14 EG  27.18333 33.79999 
HEIS ISMAILIA 14 EG  30.58333 32.25 
HEGS JIYANKLIS_AFB 15 EG  30.81666 30.18333 
HELX LUXOR_CIV/MIL 86 EG  25.66666 32.7 
HEMA MARSA_ALAM_INTL 77 EG  25.55 34.58333 
HEAM MENIA 1 EG  28 30.75 
HEMM MERSA_MATRUH_MI 26 EG  31.31666 27.21666 
HEOW OWEINAT 259 EG  22.58333 28.71666 
HEPS PORT_SAID 2 EG  31.28333 32.25 
HESH SHARM_EL_SHEIKHI 50 EG  27.96666 34.38333 
HESW SIWA_OASIS 101 EG  29.35 25.5 
HESG SOHAG 70 EG  26.33333 31.75 
HESC ST_CATHERINE 1332 EG  28.68333 34.06666 
HETB TABA_INTL 738 EG  29.58333 34.78333 
HKEM EMBU 1265 KE  -0.56666 37.48333 
HKGA GARISSA 147 KE  -0.46666 39.65 
HKIS ISIOLO 1615 KE  0.35 37.56666 
HKKG KAKAMEGA 1537 KE  0.26666 34.78333 
HKKR KERICHO 1966 KE  -0.38333 35.23333 
HKKS KISII 1768 KE  -0.66666 34.78333 
HKKI KISUMU 1152 KE  -0.1 34.75 
HKKT KITALE 1829 KE  0.96666 34.96666 
HKLU LAMU/MANDA_ISLAN 6 KE  -2.25 40.91666 
HKLO LODWAR 503 KE  3.11666 35.61666 
HKMU MAKINDU 1010 KE  -2.28333 37.81666 
HKML MALINDI 20 KE  -3.21666 40.1 
HKMA MANDERA 218 KE  3.91666 41.83333 
HKMS MARA_SERENA 1612 KE  -1.4 35 
HKMB MARSABIT 1339 KE  2.33333 37.98333 
HKME MERU 1609 KE  0.06666 37.65 
HKMK MERU 680 KE  0.23333 38.16666 
HKRE MOI_AIRBASE 1623 KE  -1.28333 36.86666 
HKMO MOMBASA/MOI_INTL 55 KE  -4.01666 39.61666 
HKMY MOYALE_LOWER_OD 776 KE  3.46666 39.1 
HKNC NAIROBI/DAGORETT 1793 KE  -1.3 36.75 
HKJK NAIROBI/JOMO_KEN 1615 KE  -1.31666 36.91666 
HKNA NAIROBI/JOMO_KEN 1624 KE  -1.31666 36.91666 
HKNW NAIROBI/WILSON 1666 KE  -1.31666 36.81666 
HKNK NAKURU 1900 KE  -0.3 36.16666 
HKNY NANYUKI 1904 KE  -0.06666 37.03333 
HKNO NAROK 1875 KE  -1.11666 35.81666 
HKNI NYERI 1769 KE  -0.33333 36.91666 
HKVO VOI 612 KE  -3.38333 38.53333 
HKWJ WAJIR 254 KE  1.75 40.08333 
HLLQ EL_BEIDA 657 LY  32.78333 21.96666 
HLTD GHADAMES 357 LY  30.11666 9.5 
HLGT GHAT 692 LY  25.11666 10.11666 
HLON HON 280 LY  29.11666 15.96666 
HLKF KUFRA_MIL/CIV 435 LY  24.21666 23.3 
HLMS MISRATA 7 LY  32.31666 15.06666 
HLLM MITIGA 8 LY  32.9 13.28333 
HLLS SEBHA_AUT 431 LY  26.98333 14.46666 
HLGD SIRTE 81 LY  31.06666 16.6 
HLTQ TOBRUK 189 LY  31.86666 23.9 
HLLT TRIPOLI_INTL_ARP 79 LY  32.66666 13.15 
HLUB UBARI 468 LY  26.56666 12.83333 
HRYG GISENYI 1554 RW  -1.66666 29.25 
HRZA KAMEMBE 1591 RW  -2.46666 28.91666 
HRYR KIGALI 1493 RW  -1.96666 30.13333 
HRYU RUHENGERI 1860 RW  -1.5 29.61666 
HSAT ATBARA 345 SD  17.68333 33.96666 
HSAW AWEIL/UWAYL 414 SD  8.76666 27.38333 
HSBR BOR 420 SD  6.2 31.55 
HSDZ DAMAZIN 470 SD  11.76666 34.36666 
HSDN DONGOLA/DUNQULAH 226 SD  19.16666 30.46666 
HSFS EL_FASHER 730 SD  13.61666 25.31666 
HSOB EL_OBEID 574 SD  13.16666 30.21666 
HSGF GEDAREF/AZAZA 599 SD  14.01666 35.38333 
HSGN GENEINA 805 SD  13.46666 22.43333 
HSSW HALFA_WADI 183 SD  21.81666 31.46666 
HSLI KADUGLI 499 SD  11 29.71666 
HSKA KASSALA 500 SD  15.46666 36.38333 
HSSS KHARTOUM_CIV/MI 387 SD  15.58333 32.54999 
HSSK KHARTOUM 380 SD  15.58333 32.54999 
HSKI KOSTI/RABAK 381 SD  13.16666 32.66666 
HSMD MARIDI 749 SD  4.91666 29.46666 
HSNA NASIR 399 SD  8.61666 33.06666 
HSNL NYALA 658 SD  12.05 24.86666 
HSNN NYALA 640 SD  12.05 24.96666 
HSPI PIBOR_POST 510 SD  6.78333 33.11666 
HSSP PORT_SUDAN 2 SD  19.56666 37.21666 
HSPN PORT_SUDAN_INTL 43 SD  19.43333 37.23333 
HSRJ RAGA 545 SD  8.46666 25.66666 
HSMK RUMBEK 418 SD  6.78333 29.68333 
HSNR SENNAR 418 SD  13.55 33.61666 
HSND SHENDI 360 SD  16.68333 33.41666 
HSTR TORIT 624 SD  4.41666 32.56666 
HSYA YAMBIO 649 SD  4.56666 28.38333 
HSZA ZALINGEI 900 SD  12.9 23.46666 
HSSM MALAKAL 388 SS  9.55 31.63333 
HSRN RENK 282 SS  11.75 32.76666 
HTBU BUKOBA 1144 TZ  -1.31666 31.81666 
HTDA DAR_ES_SALAAM_AR 53 TZ  -6.88333 39.2 
HTDO DODOMA 1119 TZ  -6.16666 35.76666 
HTIR IRINGA 1432 TZ  -7.66666 35.75 
HTKA KIGOMA 819 TZ  -4.88333 29.66666 
HTKJ KILIMANJARO_AIRP 893 TZ  -3.41666 37.06666 
HTKI KILWA_MASOKO 18 TZ  -8.91666 39.51666 
HTMB MBEYA 1735 TZ  -8.91666 33.46666 
HTMO MOMBO 511 TZ  -4.86666 38.26666 
HTMG MOROGORO_MET 512 TZ  -6.78333 37.65 
HTMS MOSHI 831 TZ  -3.35 37.31666 
HTMP MPANDA 1073 TZ  -6.35 31.08333 
HTMT MTWARA 114 TZ  -10.33333 40.18333 
HTMU MUSOMA 1154 TZ  -1.5 33.79999 
HTMW MWANZA 1144 TZ  -2.43333 32.91666 
HTNA NACHINGWEA 465 TZ  -10.33333 38.75 
HTPE PEMBA/KARUME_ARP 25 TZ  -5.25 39.81666 
HTSE SAME 872 TZ  -4.06666 37.71666 
HTSY SHINYANGA 1175 TZ  -3.6 33.5 
HTSO SONGEA 1058 TZ  -10.66666 35.58333 
HTSU SUMBAWANGA 1820 TZ  -7.95 31.6 
HTTB TABORA_AIRPORT 1185 TZ  -5.06666 32.81666 
HTTG TANGA 38 TZ  -5.08333 39.06666 
HTZA ZANZIBAR/KISAUNI 19 TZ  -6.21666 39.21666 
HUEN ENTEBBE_INTL_ARP 1147 UG  0.03333 32.45 
HUFP FORT_PORTAL 1533 UG  0.66666 30.26666 
HUGU GULU_MIL/CIV 1105 UG  2.75 32.31666 
HUJI JINJA 1178 UG  0.45 33.18333 
HUKB KABALE 1869 UG  -1.25 29.96666 
HUKS KASESE 962 UG  0.16666 30.1 
HULI LIRA 1091 UG  2.25 32.9 
HUMI MASINDI 1151 UG  1.75 31.73333 
HUMA MBARARA 1413 UG  -0.55 30.6 
HUMO MOROTO 1280 UG  2.51666 34.63333 
HUSO SOROTI 1126 UG  1.71666 33.61666 
HUTO TORORO 1171 UG  0.66666 34.16666 
FAAN ALIWAL_NORTH 1351 ZA  -30.71666 26.71666 
FABN BARBERTON 800 ZA  -25.71666 31 
FABY BEAUFORT_WEST_M 842 ZA  -32.35 22.56666 
FABM BETHLEHEM_AIRPOR 1690 ZA  -28.25 28.33333 
FABE BISHO 594 ZA  -32.88333 27.26666 
FABL BLOEMFONTEIN/HER 1348 ZA  -29.1 26.3 
FABB BRAKPAN 1615 ZA  -26.21666 28.3 
FABR BREDASDORP 50 ZA  -34.51666 20.01666 
FABD BURGERSDORP 1437 ZA  -30.96666 26.31666 
FACV CALVINIA_MET 977 ZA  -31.46666 19.75 
FACT CAPETOWN/DF_MALA 48 ZA  -33.96666 18.6 
FACL CAROLINA 1700 ZA  -26.06666 30.11666 
FACW CLANWILLIAM 150 ZA  -32.16666 18.86666 
FACH COOKHOUSE 900 ZA  -32.76666 25.75 
FADA DE_AAR 1247 ZA  -30.63333 23.01666 
FADY DE_AAR_MET 1265 ZA  -30.68333 24.01666 
FADD DUNDEE 1286 ZA  -28.16666 30.21666 
FADR DUNNOTTAR_SAAF 1620 ZA  -26.35 28.46666 
FADN DURBAN/LOUIS_BOT 8 ZA  -29.96666 30.93333 
FALE DURBAN_SHAKA 109 ZA  -29.61666 31.11666 
FAVG DURBAN/VIRGINIA 6 ZA  -29.76666 31.06666 
FADH DURNACOL 1500 ZA  -28.11666 29.96666 
FAEL EAST_LONDON/SCHO 127 ZA  -33.03333 27.81666 
FAET ELLIOT 1533 ZA  -31.3 27.85 
FAER ELLISRAS 839 ZA  -23.73333 27.68333 
FAEO ERMELO 1768 ZA  -26.5 29.96666 
FAES ESHOWE 487 ZA  -28.86666 31.43333 
FARP FARAULEP_ISLAND 2 ZA  8.26666 144.55 
FAFB FICKSBURG 1620 ZA  -28.81666 27.91666 
FAFF FRANKFORT 1500 ZA  -27.28333 28.51666 
FAFR FRASERBURG 1267 ZA  -31.91666 21.51666 
FAGG GEORGE/P._W._BOT 196 ZA  -34 22.36666 
FAGB GOBABIS 1449 ZA  -22.46666 18.96666 
FAGE GOUGH_ISLAND 54 ZA  -40.35 -9.86666 
FAGR GRAAFF_REINET 754 ZA  -32.25 24.51666 
FAGT GRAHAMSTOWN 651 ZA  -33.26666 26.5 
FAGC GRAND_CENTRAL 1617 ZA  -25.98333 28.13333 
FAGV GRAVELOTTE 532 ZA  -23.88333 30.66666 
FAGY GREYTOWN 1100 ZA  -29.1 30.6 
FAHA HARMONY_PRIVATE 1337 ZA  -28.06666 26.86666 
FAHG HEIDELBERG 1560 ZA  -26.51666 28.36666 
FAHE HENDRINA_PRIVAT 1576 ZA  -26.01666 29.6 
FAHS HOEDSPRUIT_SAAF 532 ZA  -24.36666 31.03333 
FAHD HUMANSDORP 40 ZA  -34.01666 24.76666 
FAJF JAGERSFONTEIN 1400 ZA  -29.76666 25.41666 
FAWH J._G._STRIJDOM 1700 ZA  -22.46666 17.46666 
FAJB JOHANNESBURG_CIT 1626 ZA  -26.15 28 
FAGM JOHANNESBURG/RAN 1671 ZA  -26.25 28.15 
FAJS JOHANNESBURG_TAM 1684 ZA  -26.13333 28.23333 
FAOR JOHANNESBURG/TAM 1684 ZA  -26.13333 28.23333 
FAKM KIMBERLEY/BJ_VOR 1203 ZA  -28.8 24.76666 
FAKZ KLEINSEE 80 ZA  -29.61666 17.06666 
FAKD KLERKSDORP 1355 ZA  -26.86666 26.71666 
FAKP KOMATIPOORT 152 ZA  -25.41666 31.91666 
FAKS KROONSTAD 1350 ZA  -27.66666 27.25 
FAKN KRUGER_MPUMALANG 864 ZA  -25.38333 31.1 
FALY LADYSMITH 1100 ZA  -28.56666 29.76666 
FALW LANGEBAANWEG_SA 31 ZA  -32.96666 18.16666 
FALA LANSERIA_CIV/MI 1365 ZA  -25.93333 27.91666 
FALI LICHTENBURG 1486 ZA  -26.16666 26.18333 
FALT LICHTENBURG 1486 ZA  -26.16666 26.16666 
FALC LIME_ACRESPRIVA 1494 ZA  -28.36666 23.43333 
FALO LOUIS_TRICHARDT 922 ZA  -23.05 29.86666 
FAMK MAFIKENG 1400 ZA  -25.86666 25.63333 
FALM MAKHADO_AFB 934 ZA  -23.16666 29.7 
FAMG MARGATE 151 ZA  -30.85 30.35 
FAMR MARIEPSKOP_SAAF 1927 ZA  -24.55 30.86666 
FAME MARION_ISLAND 22 ZA  -46.86666 37.86666 
FAMT MEYERTON 1500 ZA  -26.55 28.01666 
FAMB MIDDELBURG 1300 ZA  -31.46666 25.01666 
FAMM MMABATHO_INTL_AR 1280 ZA  -25.8 25.53333 
FAMO MOSSEL_BAY_LGT- 59 ZA  -34.16666 22.13333 
FAMP MPACHA_CIV/MIL 985 ZA  -17.61666 24.16666 
FANS NELSPRUIT 674 ZA  -25.41666 30.96666 
FANC NEWCASTLE 1251 ZA  -27.76666 29.96666 
FANH NEW_HANOVER 750 ZA  -29.41666 30.43333 
FANL NEW_LARGO 1700 ZA  -25.91666 28.96666 
FAOA ONDANGWA_MIL/CI 1100 ZA  -17.91666 15.96666 
FAOH OUDTSHOORN 359 ZA  -33.56666 22.21666 
FAOB OVERBERG 15 ZA  -34.54999 20.23333 
FAPH PHALABORWAPRIVA 400 ZA  -23.91666 31.13333 
FAPM PIETERMARITZBURG 739 ZA  -29.63333 30.38333 
FAPI PIETERSBURGCIVI 1327 ZA  -23.88333 29.46666 
FAPB PIETERSBURG_SAA 1222 ZA  -23.86666 29.43333 
FAPN PILANESBERG 1045 ZA  -25.33333 27.16666 
FAPG PLETTENBERG_BAY 139 ZA  -34.08333 23.33333 
FAPP POLOKWANE_INTL 1238 ZA  -23.83333 29.45 
FAPE PORT_ELIZABETH 58 ZA  -33.98333 25.6 
FAPJ PORT_ST._JOHNS_ 47 ZA  -31.61666 29.55 
FAPS POTCHEFSTROOMSA 1378 ZA  -26.66666 27.08333 
FAIR PRETORIA/IRENE 1527 ZA  -25.91666 28.21666 
FAPR PRETORIA_MET 1306 ZA  -25.73333 28.16666 
FAPC PRINCE_ALBERT_RO 900 ZA  -33.21666 22.01666 
FAQT QUEENSTOWN 1086 ZA  -31.88333 26.86666 
FARB RICHARD'S_BAY 0 ZA  -28.8 32.1 
FARU RUNDU_MIL/CIV 1100 ZA  -17.91666 19.76666 
FASS SISHEN 1173 ZA  -27.63333 23 
FASB SPRINGBOK 811 ZA  -29.68333 17.93333 
FASI SPRINGS 1627 ZA  -26.25 28.4 
FASK SWARTKOP_SAAF 1457 ZA  -25.81666 28.16666 
FATH THOHOYANDOU 614 ZA  -23.08333 30.38333 
FATC TRISTAN_DA_CUNHA 23 ZA  -37.03333 -12.31666 
FATM TSUMEB_PRIVATE 1327 ZA  -19.26666 17.71666 
FATZ TZANEEN 583 ZA  -23.81666 30.31666 
FAUL ULUNDI 525 ZA  -28.31666 31.41666 
FAUT UMTATA/MTHATHA 735 ZA  -31.53333 28.66666 
FAUP UPINGTON/PIERRE 845 ZA  -28.38333 21.26666 
FAVV VEREENIGING 1480 ZA  -26.56666 27.96666 
FAVW VICTORIA_WEST 1256 ZA  -31.38333 23.11666 
FAVR VREDENDAL 34 ZA  -31.66666 18.5 
FAVB VRYBURG 1195 ZA  -26.98333 24.73333 
FAVY VRYHEID 1158 ZA  -27.76666 30.8 
FAWK WATERKLOOF_SAAF 1496 ZA  -25.81666 28.21666 
FAWM WELKOM 1341 ZA  -28 26.66666 
FAWW WINDHOEK/EROSSA 1725 ZA  -22.56666 17.1 
FAWE WINDHOEK 1700 ZA  -22.56666 17.1 
FAWI WITBANK 1553 ZA  -25.83333 29.2 
FAWB WONDERBOOM/PRETO 1245 ZA  -25.65 28.21666 
FAYP YSTERPLANT_SAAF 16 ZA  -33.88333 18.5 
FAZA ZASTRON 1300 ZA  -30.3 27.11666 
FBPM FRANCISTOWN 1009 BW  -21.16666 27.48333 
FBLT GBADOLITE 985 BW  -21.41666 25.6 
FBGZ GHANZI 1100 BW  -21.68333 21.63333 
FBJW JWANENG_PRIVATE 1200 BW  -24.6 24.66666 
FBKE KASANE 999 BW  -17.81666 25.16666 
FBMP MAHALAPYE 1009 BW  -23.06666 26.83333 
FBMN MAUN 946 BW  -19.96666 23.41666 
FBOR ORAPA_PRIVATE 945 BW  -21.26666 25.31666 
FBPA PANDAMATENGA 1064 BW  -18.26666 25.65 
FBSP SELEBI_PHIKWE 889 BW  -22.05 27.81666 
FBSW SHAKAWE 1000 BW  -18.36666 21.85 
FBSK SIR_SERETSE_KHAM 1007 BW  -24.55 25.91666 
FBSN SUA-PAN 904 BW  -20.46666 25.96666 
FBTS TSABONG 1000 BW  -26.05 22.43333 
FBTE TSHANE 1100 BW  -24.01666 21.86666 
FCBD DJAMBALA 790 CG  -2.51666 14.76666 
FCOG GAMBOMA 377 CG  -1.86666 15.86666 
FCOI IMPFONDO 326 CG  1.61666 18.06666 
FCPL LOUBOMO 330 CG  -4.2 12.68333 
FCPA MAKABANA 161 CG  -3.46666 12.61666 
FCOM MAKOUA 379 CG  -0.01666 15.56666 
FCBM MOUYONDZI 512 CG  -3.96666 13.91666 
FCBO M'POUYA 312 CG  -2.61666 16.21666 
FCOU OUESSO 352 CG  1.61666 16.05 
FCPP POINTE-NOIRE 18 CG  -4.81666 11.9 
FCBS SIBITI 531 CG  -3.66666 13.33333 
FCOS SOUANKE 550 CG  2.06666 14.11666 
FZBO BANDUNDU 324 CD  -3.28333 17.35 
FZEN BASANKUSU 353 CD  1.21666 19.8 
FZGN BOENDE 351 CD  -0.21666 20.85 
FZKP BONDO 474 CD  3.78333 23.81666 
FZMA BUKAVU/KAVUMU 1612 CD  -2.51666 28.85 
FZKA BUNIA 1239 CD  1.5 30.21666 
FZMB BUTEMBO 1840 CD  0.11666 29.26666 
FZSI DILOLO 1028 CD  -10.66666 22.31666 
FZFK GEMENA 446 CD  3.26666 19.76666 
FZNA GOMA_INTL_AIRPOR 1552 CD  -1.66666 29.21666 
FZVS ILEBO 420 CD  -4.31666 20.56666 
FZAN INGA 277 CD  -5.51666 13.56666 
FZBA INONGO 300 CD  -1.96666 18.26666 
FZJA ISIRO 764 CD  2.76666 27.63333 
FZWT KABINDA/TUNTA 890 CD  -6.11666 24.46666 
FZCF KAHEMBA 1060 CD  -7.26666 19 
FZRF KALEMIE 778 CD  -5.86666 29.23333 
FZOD KALIMA 569 CD  -2.6 26.55 
FZSA KAMINA_ZAI-AFB 1106 CD  -8.61666 25.25 
FZUA KANANGA 657 CD  -5.86666 22.41666 
FZTK KANIAMA 845 CD  -7.51666 24.16666 
FZSK KAPANGA 882 CD  -8.33333 22.56666 
FZOK KASONGO 544 CD  -4.51666 26.56666 
FZCS KENGE 563 CD  -4.91666 17.06666 
FZCA KIKWIT 449 CD  -5.01666 18.8 
FZOA KINDU 497 CD  -2.95 25.91666 
FZAA KINSHASA/N'DJILI 309 CD  -4.38333 15.45 
FZIC KISANGANI 432 CD  0.48333 25.33333 
FZIA KISANGANI_ZAI-A 396 CD  0.51666 25.16666 
FZAI KITONA_ZAI-AFB 120 CD  -5.91666 12.43333 
FZQM KOLWEZI 1526 CD  -10.71666 25.43333 
FZRQ KONGOLO 561 CD  -5.33333 27 
FZGA LISALA 463 CD  2.31666 21.56666 
FZVA LODJA 500 CD  -3.46666 23.46666 
FZVE LOMELA 437 CD  -2.28333 23.26666 
FZQA LUBUMBASHI/LUANO 1309 CD  -11.58333 27.53333 
FZRA MANONO 633 CD  -7.26666 27.41666 
FZAM MATADI/TSHIMPI 340 CD  -5.78333 13.41666 
FZEA MBANDAKA 317 CD  0.05 18.26666 
FZWA MBUJI-MAYI 679 CD  -6.11666 23.56666 
FZQV MITWABA 1579 CD  -8.58333 27.31666 
FZAG MOANDA 27 CD  -6 12.41666 
FZRB MOBA 1132 CD  -7.06666 29.76666 
FZNC RUTSHURU 1275 CD  -1.16666 29.43333 
FZSD SANDOA 921 CD  -9.61666 22.85 
FZUK TSHIKAPA 481 CD  -6.41666 20.85 
FDJR JERICHO 696 SZ  -27.16666 31.43333 
FDLV LAVUMISA 268 SZ  -27.26666 31.81666 
FDLM LOMAHASHA 585 SZ  -25.98333 31.98333 
FDMS MANZINI/MATSAPA 633 SZ  -26.51666 31.3 
FDMY MAYIWANE 401 SZ  -25.88333 31.51666 
FDOT MOTI 342 SZ  -26.7 31.43333 
FDUS MUSI 966 SZ  -26.71666 30.91666 
FDND NDZEVANE 202 SZ  -26.96666 31.96666 
FDNH NHLANGANO_ARPT 1081 SZ  -27.11666 31.21666 
FDNY NYONYANE 384 SZ  -26.11666 31.45 
FDPP PIGGS_PEAK 1023 SZ  -25.96666 31.25 
FDSK SIKHUIPHE 323 SZ  -26.35 31.71666 
FDST SITEKI 642 SZ  -26.43333 31.95 
FDVV VUVULANE 276 SZ  -26.06666 31.88333 
FEFM BAMBARI 475 CF  5.83333 20.63333 
FEFG BANGASSOU 550 CF  4.78333 22.78333 
FEFV BANGUI 366 CF  4.4 18.51666 
FEFF BANGUI/M'POKO_M 364 CF  4.4 18.51666 
FEFT BERBERATI 567 CF  4.21666 15.8 
FEFI BIRAO 464 CF  10.26666 22.76666 
FEFS BOSSANGOA 465 CF  6.46666 17.41666 
FEFL BOSSEMBELE 674 CF  5.26666 17.61666 
FEFO BOUAR 1020 CF  5.96666 15.61666 
FEFR BRIA 584 CF  6.51666 21.96666 
FEFN N'DELE 511 CF  8.4 20.63333 
FEFB OBO 651 CF  5.4 26.5 
FEFY YALINGA 602 CF  6.5 23.26666 
FGSL MALABO/FERNANDO 23 GQ  3.75 8.71666 
FIMP PLAISANCE 57 MU  -20.43333 57.68333 
FIMR RODRIGUES/PLAINE 31 MU  -19.75 63.36666 
FKAF BAFIA 500 CM  4.71666 11.25 
FKKV BAMENDA 1239 CM  6.03333 10.11666 
FKAB BANYO 1110 CM  6.76666 11.81666 
FKKI BATOURI 656 CM  4.46666 14.36666 
FKKO BERTOUA 670 CM  4.53333 13.71666 
FKAO BETARE-OYA 804 CM  5.58333 14.06666 
FKKD DOUALA_CIV/MIL 10 CM  4 9.71666 
FKKS DSCHANG 1408 CM  5.45 10.06666 
FKKW EBOLOWA 628 CM  2.88333 11.16666 
FKKE ESEKA 227 CM  3.63333 10.76666 
FKKR GAROUA 223 CM  9.33333 13.36666 
FKKH KAELE 389 CM  10.08333 14.43333 
FKKM KOUNDJA/FOUMBAN 1210 CM  5.65 10.75 
FKKB KRIBI 16 CM  2.95 9.9 
FKAL LOMIE 624 CM  3.13333 13.61666 
FKKF MAMFE 126 CM  5.71666 9.26666 
FKKA MAROUA-SALAK 422 CM  10.43333 14.25 
FKKL MAROUA_SALAK 422 CM  10.44999 14.25 
FKAM MEIGANGA 1027 CM  6.51666 14.36666 
FKKN NGAOUNDERE 1108 CM  7.35 13.56666 
FKAN NKONGSAMBA 821 CM  4.95 9.91666 
FKKT TIBATI 870 CM  6.46666 12.61666 
FKKC TIKO 52 CM  4.06666 9.36666 
FKKJ YAGOUA_CITY 326 CM  10.36666 15.21666 
FKYS YAOUNDE 694 CM  3.81666 11.51666 
FKAY YOKO 1031 CM  5.53333 12.36666 
FKKY YOUNDE_II 751 CM  3.81666 11.51666 
FLCH CHOMA 1278 ZM  -16.81666 27.06666 
FLIK ISOKA 1360 ZM  -10.11666 32.61666 
FLPO KABOMPO 1075 ZM  -13.58333 24.18333 
FLKW KABWE/MILLIKEN 1207 ZM  -14.43333 28.46666 
FLKO KAOMA 1213 ZM  -14.8 24.8 
FLKS KASAMA 1384 ZM  -10.21666 31.11666 
FLPA KASEMPA 1234 ZM  -13.51666 25.85 
FLKB KAWAMBWA 1324 ZM  -9.8 29.06666 
FLLI LIVINGSTONE_MIL 996 ZM  -17.81666 25.81666 
FLHN LIVINGSTONE_NKUM 996 ZM  -17.81666 25.81666 
FLLD LUNDAZI 1143 ZM  -12.26666 33.2 
FLLC LUSAKA_CITY_AIRP 1280 ZM  -15.41666 28.33333 
FLKK LUSAKA_KUANDA 1149 ZM  -15.31666 28.45 
FLLS LUSAKA_MIL/CIV 1149 ZM  -15.31666 28.43333 
FLMA MANSA 1259 ZM  -11.08333 28.85 
FLBA MBALA_MIL/CIV 1673 ZM  -8.83333 31.31666 
FLMF MFUWE 559 ZM  -13.26666 31.93333 
FLMG MONGU 1053 ZM  -15.25 23.13333 
FLMP MPIKA 1402 ZM  -11.9 31.41666 
FLMW MWINILUNGA 1363 ZM  -11.75 24.41666 
FLND NDOLA 1268 ZM  -13 28.65 
FLSK NDOLA 1268 ZM  -13 28.66666 
FLPE PETAUKE 1036 ZM  -14.25 31.26666 
FLYA SAMFYA 1171 ZM  -11.33333 29.51666 
FLSN SENANGA 1027 ZM  -16.1 23.26666 
FLSE SERENJE 1384 ZM  -13.21666 30.21666 
FLSS SESHEKE 951 ZM  -17.46666 24.3 
FLSW SOLWEZI 1386 ZM  -12.16666 26.36666 
FLZB ZAMBEZI 1078 ZM  -13.51666 23.11666 
FMCZ DZAOUDZI/PAMANZI 7 KM  -12.8 45.26666 
